Time,X,Y,Theta,DistHuman
0.352,10.0,10.0,8.639311488423118e-12,1.0
0.384,10.0,10.0,1.5838885758512333e-11,1.0
0.41600000000000004,10.0,10.0,2.1638246749944304e-11,1.0
0.448,10.0,10.0,2.631805884334426e-11,1.0
0.48,10.0,10.0,3.0100810732847094e-11,1.0
0.512,10.0,10.0,3.3165914459232226e-11,1.0
0.544,10.0,10.0,3.5656366748071384e-11,1.0
0.5760000000000001,10.0,10.0,3.7685410347876314e-11,1.0
0.608,10.0,10.0,3.934452763587615e-11,1.0
0.64,10.0,10.0,4.070654924248628e-11,1.0
0.672,10.0,10.0,4.18296508541971e-11,1.0
0.704,10.000183032080532,9.997424125950783,0.00016998535317177123,0.9998202860848525
0.736,10.000183032080532,9.997424125950783,0.00016998535394759508,0.9998202860848525
0.768,10.000183032080532,9.997424125950783,0.00016998535459729762,0.9998202860848525
0.8,10.000183032080532,9.997424125950783,0.00016998535514619185,0.9998202860848525
0.8320000000000001,10.000183032080532,9.997424125950783,0.00016998535561248555,0.9998202860848525
0.864,10.000183032080532,9.997424125950783,0.00016998535601172175,0.9998202860848525
0.896,10.000183032080532,9.997424125950783,0.0001699853563558909,0.9998202860848525
0.928,10.000183032080532,9.997424125950783,0.00016998535665520702,0.9998202860848525
0.96,10.000183032080532,9.997424125950783,0.00016998535691766374,0.9998202860848525
0.992,10.000183032080532,9.997424125950783,0.00016998535714903422,0.9998202860848525
1.024,10.000183032080532,9.997424125950783,0.00016998535734976254,0.9998202860848525
1.056,10.000183032080532,9.997424125950783,0.000169985357531395,0.9998202860848525
1.088,10.000183032080532,9.997424125950783,0.0001699853576961521,0.9998202860848525
1.12,10.000183032080532,9.997424125950783,0.00016998535784625425,0.9998202860848525
1.1520000000000001,10.000183032080532,9.997424125950783,0.0001699853579839219,0.9998202860848525
1.184,10.000183032080532,9.997424125950783,0.00016998535811093142,0.9998202860848525
1.216,10.000183032080532,9.997424125950783,0.00016998535822861509,0.9998202860848525
1.248,10.000183032080532,9.997424125950783,0.00016998535833741692,0.9998202860848525
1.28,10.000183032080532,9.997424125950783,0.00016998535843911337,0.9998202860848525
1.312,10.000183032080532,9.997424125950783,0.00016998535853326028,0.9998202860848525
1.344,10.000183032080532,9.997424125950783,0.00016998535862163404,0.9998202860848525
1.3760000000000001,10.000183032080532,9.997424125950783,0.00016998535870467872,0.9998202860848525
1.408,10.000183032080532,9.997424125950783,0.00016998535878239436,0.9998202860848525
1.44,10.000183032080532,9.997424125950783,0.00016998535885566908,0.9998202860848525
1.472,10.000183032080532,9.997424125950783,0.0001699853589245029,0.9998202860848525
1.504,10.000183032080532,9.997424125950783,0.00016998535898978405,0.9998202860848525
1.536,10.000183032080532,9.997424125950783,0.00016998535905106833,0.9998202860848525
1.568,10.000183032080532,9.997424125950783,0.00016998535910924402,0.9998202860848525
1.6,10.000183032080532,9.997424125950783,0.00016998535916431108,0.9998202860848525
1.6320000000000001,10.000183032080532,9.997424125950783,0.00016998535921626952,0.9998202860848525
1.6640000000000001,10.000183032080532,9.997424125950783,0.0001699853592660075,0.9998202860848525
1.696,10.000183032080532,9.997424125950783,0.00016998535931308096,0.9998202860848525
1.728,10.000183032080532,9.997424125950783,0.00016998535935704577,0.9998202860848525
1.76,10.000183032080532,9.997424125950783,0.00016998535939879018,0.9998202860848525
1.792,10.000183032080532,9.997424125950783,0.00016998535943831412,0.9998202860848525
1.824,10.000183032080532,9.997424125950783,0.0001699853594760617,0.9998202860848525
1.856,10.000183032080532,9.997424125950783,0.0001699853595120329,0.9998202860848525
1.8880000000000001,10.000183032080532,9.997424125950783,0.0001699853595457837,0.9998202860848525
1.92,10.000183032080532,9.997424125950783,0.00016998535957820222,0.9998202860848525
1.952,10.000183032080532,9.997424125950783,0.0001699853596088444,0.9998202860848525
1.984,10.000183032080532,9.997424125950783,0.0001699853596372661,0.9998202860848525
2.016,10.000183032080532,9.997424125950783,0.00016998535966479964,0.9998202860848525
2.048,10.000183032080532,9.997424125950783,0.00016998535969055682,0.9998202860848525
2.08,10.000183032080532,9.997424125950783,0.00016998535971498175,0.9998202860848525
2.112,10.000183032080532,9.997424125950783,0.00016998535973851848,0.9998202860848525
2.144,10.000183032080532,9.997424125950783,0.00016998535976072294,0.9998202860848525
2.176,10.000183032080532,9.997424125950783,0.00016998535978203922,0.9998202860848525
2.208,10.000183032080532,9.997424125950783,0.00016998535980202324,0.9998202860848525
2.24,10.000183032080532,9.997424125950783,0.00016998535982067496,0.9998202860848525
2.2720000000000002,10.000183032080532,9.997424125950783,0.00016998535983888264,0.9998202860848525
2.3040000000000003,10.000183032080532,9.997424125950783,0.00016998535985620212,0.9998202860848525
2.336,10.000183032080532,9.997424125950783,0.00016998535987218933,0.9998202860848525
2.368,10.000183032080532,9.997424125950783,0.00016998535988773246,0.9998202860848525
2.4,10.000183032080532,9.997424125950783,0.0001699853599023874,0.9998202860848525
2.432,10.000183032080532,9.997424125950783,0.0001699853599157101,0.9998202860848525
2.464,10.000183032080532,9.997424125950783,0.00016998535992903278,0.9998202860848525
2.496,10.000183032080532,9.997424125950783,0.00016998535994146728,0.9998202860848525
2.528,10.000183032080532,9.997424125950783,0.00016998535995345766,0.9998202860848525
2.56,10.000183032080532,9.997424125950783,0.0001699853599645599,0.9998202860848525
2.592,10.000183032080532,9.997424125950783,0.00016998535997521803,0.9998202860848525
2.624,10.000183032080532,9.997424125950783,0.0001699853599854321,0.9998202860848525
2.656,10.000183032080532,9.997424125950783,0.00016998535999475795,0.9998202860848525
2.688,10.000183032080532,9.997424125950783,0.00016998536000408383,0.9998202860848525
2.72,10.000183032080532,9.997424125950783,0.00016998536001252155,0.9998202860848525
2.7520000000000002,10.000183032080532,9.997424125950783,0.00016998536002051516,0.9998202860848525
2.7840000000000003,10.000183032080532,9.997424125950783,0.00016998536002850876,0.9998202860848525
2.816,10.000183032080532,9.997424125950783,0.00016998536003605828,0.9998202860848525
2.848,10.000183032080532,9.997424125950783,0.0001699853600431637,0.9998202860848525
2.88,10.000183032080532,9.997424125950783,0.00016998536004982504,0.9998202860848525
2.912,10.000183032080532,9.997424125950783,0.0001699853600560423,0.9998202860848525
2.944,10.000183032080532,9.997424125950783,0.0001699853600613714,0.9998202860848525
2.976,10.000183032080532,9.997424125950783,0.00016998536006714452,0.9998202860848525
